"K0","K1","K2","KW","KB","KS","KspA","KspC","KP1","KP2","KP3","KSi","KF"
0.0644493978169611,8.3540017208136e-07,5.28446328541772e-10,5.00973056320495e-15,1.53889484235492e-09,0.291398583912692,9.92070036698108e-07,6.25497288249542e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
0.0642234881912202,8.31352195622157e-07,6.18070542284397e-10,4.93134862985555e-15,1.68357480686467e-09,0.302667742540605,1.16022140694768e-06,7.31516240758796e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
0.0647865442657525,8.41451471303115e-07,3.95399769775817e-10,5.12929547174218e-15,1.3465551923628e-09,0.275424023319523,7.42395351513452e-07,4.68078121506696e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
0.0655607562482198,9.80443804726487e-07,1.74604993736165e-10,3.08536115937072e-15,1.28101554377784e-09,0.257830127922144,3.82603241378391e-07,2.44976624175973e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0653309510613756,9.75693011545279e-07,2.71962392799223e-10,3.01101465080892e-15,1.40145085768571e-09,0.267806093173793,5.95884678773365e-07,3.81538369821892e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0651019513933649,9.70965238587914e-07,3.69390583326527e-10,2.93845963538191e-15,1.53320895757111e-09,0.278168048548102,8.09283277571104e-07,5.18175132618292e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0648737544206632,9.6626037430866e-07,4.66890518679028e-10,2.86765294431532e-15,1.67735436079305e-09,0.288930928777804,1.02280108995367e-06,6.54888226554653e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0654425114678592,9.77998516038623e-07,2.2464813583223e-10,3.04691277792692e-15,1.34157996113316e-09,0.262911513442888,4.92237786818543e-07,3.15174411152988e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.065311136347046,9.75552314546358e-07,2.52894476991302e-10,4.10271407252292e-15,1.36258764862634e-09,0.271976926027733,5.53765747052562e-07,3.54570083641963e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0650822061340628,9.70825223343868e-07,3.50397388105798e-10,4.02206977053065e-15,1.49069200456986e-09,0.282498266813645,7.67200691407901e-07,4.91230118096943e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0648540783729331,9.66121037516009e-07,4.47972082904848e-10,3.9432582851973e-15,1.63084015529476e-09,0.293426622317864,9.80754831833811e-07,6.27966472477698e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0646267502508828,9.61439646073556e-07,5.45619531880621e-10,3.86623612143466e-15,1.7841644041616e-09,0.304777737775174,1.19443025600087e-06,7.64780483496614e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0651933417788561,9.73119225543522e-07,3.03012304680071e-10,4.06102278232284e-15,1.42700866789925e-09,0.277336114824745,6.63478959229313e-07,4.24818240060434e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0650624668634485,9.70685228290317e-07,3.31311566525698e-10,5.10685851098824e-15,1.44935407630857e-09,0.286899940234415,7.24966772649016e-07,4.64188206988193e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0648344082928992,9.65981720816018e-07,4.28961053917466e-10,5.01999617950588e-15,1.58561582113416e-09,0.297996471278655,9.38557206648109e-07,6.0094779974248e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0646071491189007,9.61301004440127e-07,5.2668333474691e-10,4.93500751205635e-15,1.73468828171681e-09,0.309522186801341,1.15226890641476e-06,7.37785037626632e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0643806865393885,9.5664296872715e-07,6.2447939694584e-10,4.85184868994619e-15,1.89777586387428e-09,0.321493686523216,1.36610399572169e-06,8.74701280468844e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.064945120793265,9.68264278107581e-07,3.81504624760009e-10,5.06196537871189e-15,1.51787727698287e-09,0.292552119832486,8.34759666532202e-07,5.34487382722079e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0648147441787514,9.65842424205791e-07,4.09857330386781e-10,6.09792438580392e-15,1.54164558928006e-09,0.302641760493014,8.96208318795499e-07,5.73832275194482e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.064587553931893,9.61162382799116e-07,5.07654476246777e-10,6.00492300052727e-15,1.68658416663101e-09,0.314344926417231,1.10995625971337e-06,7.10692717886964e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0643611600379157,9.56505018784755e-07,6.05525443145839e-10,5.91383565530286e-15,1.84514921646734e-09,0.326500654117546,1.32382757173075e-06,8.4763215373008e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0641355597054236,9.51870222278186e-07,7.03471236769386e-10,5.82461821051101e-15,2.01862183838163e-09,0.339126444171366,1.53782441534678e-06,9.84651966067534e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0646978448989364,9.63433552281889e-07,4.60126173316371e-10,6.04987007229e-15,1.61453218877266e-09,0.308602948709242,1.00608192706367e-06,6.44183131456438e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0649036038119893,9.67578906326236e-07,3.81633136206419e-10,5.74348498263907e-15,1.50784204768908e-09,0.296891159871016,8.3470298326472e-07,5.34451089052781e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0646761020921432,9.62890450702063e-07,4.79377125583255e-10,5.65267936864797e-15,1.64960256825339e-09,0.308372731026536,1.04839412201032e-06,6.71275161942547e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0644493978169611,9.58224713241749e-07,5.77194564867187e-10,5.56377334780693e-15,1.80469077471255e-09,0.320298325090171,1.26220787159656e-06,8.08177741197594e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0642234881912202,9.53581583863208e-07,6.7508645333103e-10,5.47672289544888e-15,1.97435967608916e-09,0.332685113609285,1.47614637925995e-06,9.45160201669719e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0647865442657525,9.65165703506402e-07,4.31874697084395e-10,5.69656133771169e-15,1.57913046844689e-09,0.302739471737689,9.44547483397209e-07,6.04783307697372e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
0.0655607562482198,1.12221285578945e-06,1.90860317290703e-10,3.41450910132775e-15,1.49933848730239e-09,0.28251881424578,4.828624377544e-07,3.13973016625101e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0653309510613756,1.11677511304739e-06,2.97281466412305e-10,3.33223126835342e-15,1.64029954140474e-09,0.293450034334628,7.52033170384049e-07,4.88996667882698e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0651019513933649,1.11136371918021e-06,4.03779997520747e-10,3.25193604593834e-15,1.79451311916463e-09,0.304804205273493,1.02135176595481e-06,6.64116464481159e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0648737544206632,1.10597854651303e-06,5.10356952732693e-10,3.17357566004074e-15,1.96322516318949e-09,0.316597691879849,1.29082081441242e-06,8.39334090488269e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0654425114678592,1.11941398614653e-06,2.45562360882371e-10,3.37195902644513e-15,1.57022487298517e-09,0.288086771038167,6.21226147592843e-07,4.03941645312496e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.065311136347046,1.1166140717106e-06,2.76438371473845e-10,4.54039375527503e-15,1.59481289187436e-09,0.298020247915984,6.98877190907637e-07,4.54432904121144e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0650822061340628,1.11120345817788e-06,3.83018579484387e-10,4.45114627697366e-15,1.74475001964001e-09,0.309549066316947,9.6824165620099e-07,6.29582526719823e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0648540783729331,1.105819062064e-06,4.89677254075507e-10,4.36392714117084e-15,1.90878356109604e-09,0.321523873386975,1.23775655227742e-06,8.04829964354549e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0646267502508828,1.10046075633105e-06,5.96415456089964e-10,4.27868821269963e-15,2.08823879759132e-09,0.333961922055728,1.50742451387075e-06,9.801769302158e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0651933417788561,1.1138291657883e-06,3.31222053715219e-10,4.49425481643414e-15,1.67021315852707e-09,0.303892609212365,8.37340181693277e-07,5.44466088541286e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0650624668634485,1.11104322028553e-06,3.62155911787517e-10,5.65166084754853e-15,1.69636688554883e-09,0.314372224749032,9.14940557929144e-07,5.94924401951057e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0648344082928992,1.10565960061297e-06,4.68896341989812e-10,5.55553199711937e-15,1.85585166257306e-09,0.326531311113861,1.1845012581215e-06,7.70201622926393e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0646071491189007,1.10030206755906e-06,5.75716342531502e-10,5.4614766941819e-15,2.03033048028457e-09,0.339160678787241,1.45421500114727e-06,9.45578357378706e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0643806865393885,1.09497049471967e-06,6.82616993318577e-10,5.36944644544151e-15,2.22121301088108e-09,0.352278517006633,1.72408446730284e-06,1.12105634812473e-06,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.064945120793265,1.10827220841805e-06,4.17021828365292e-10,5.60197849244428e-15,1.77656846666402e-09,0.320565632365202,1.0535041105994e-06,6.85022975011527e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0648147441787514,1.10550016215662e-06,4.48014105711909e-10,6.74845414816286e-15,1.80438760248831e-09,0.331621412923319,1.1310550637008e-06,7.35449151875966e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.064587553931893,1.10014340167032e-06,5.54915941046404e-10,6.64553132647026e-15,1.97402800097737e-09,0.344445222873217,1.40081454468363e-06,9.10855626650222e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0643611600379157,1.09481259765503e-06,6.6189846998901e-10,6.5447267356236e-15,2.15961722596015e-09,0.357764929937182,1.67072972552318e-06,1.08636334258527e-06,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0641355597054236,1.08950762433726e-06,7.68962791852148e-10,6.44599152716551e-15,2.36265471429719e-09,0.371599710471435,1.94080333286617e-06,1.26197407263636e-06,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0646978448989364,1.10274297502573e-06,5.02962862365888e-10,6.6952733753535e-15,1.88969623465805e-09,0.338153418472543,1.26972048154228e-06,8.25613961016525e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0649036038119893,1.1074877340603e-06,4.17162303931955e-10,6.35620296411595e-15,1.76482293743748e-09,0.325320159916074,1.05343257377546e-06,6.8497645941898e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0646761020921432,1.10212134268746e-06,5.24006034036898e-10,6.25571015973789e-15,1.93074364425051e-09,0.337901156150601,1.3231203678712e-06,8.60336321024689e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0644493978169611,1.09678095445259e-06,6.30930052066448e-10,6.15731959810054e-15,2.11226346889305e-09,0.350968692986528,1.59296290234286e-06,1.03579679990527e-06,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0642234881912202,1.09146644335612e-06,7.37935450323424e-10,6.0609825579623e-15,2.31084897019152e-09,0.364541586243557,1.86296288709918e-06,1.21135965813238e-06,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0647865442657525,1.10472558979972e-06,4.72081238638028e-10,6.30427348020921e-15,1.84826101393887e-09,0.331728480569783,1.19206125584518e-06,7.7511738175415e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
0.0655607562482198,1.28176231397002e-06,2.08791231331151e-10,3.76545747372853e-15,1.75144464014272e-09,0.308608273952335,6.04483466056077e-07,3.99159281217056e-07,0.0325706772632909,9.66248025385774e-07,7.51188481581695e-10,1.31194404355706e-10,0.00341858757992447
0.0653309510613756,1.27555146574824e-06,3.25210417258271e-10,3.67472300153898e-15,1.91610757967721e-09,0.320548947612666,9.41451605838328e-07,6.21669851019893e-07,0.0325706772632909,9.66248025385774e-07,7.51188481581695e-10,1.31194404355706e-10,0.00341858757992447
0.0651019513933649,1.26937071252552e-06,4.41714255042543e-10,3.5861749155989e-15,2.09625138742455e-09,0.332951629908205,1.27860485155585e-06,8.44302652043631e-07,0.0325706772632909,9.66248025385774e-07,7.51188481581695e-10,1.31194404355706e-10,0.00341858757992447
