"","K0","K1","K2","KW","KB","KS","KspA","KspC","KP1","KP2","KP3","KSi","KF"
"22",0.0646763910679051,7.30314577404446e-07,4.02014810444659e-10,4.56666347061755e-15,1.19734184113444e-09,0.254456981126856,6.42297680943765e-07,3.98773738538815e-07,0.0240145605964684,5.97505317602813e-07,4.28014008227797e-10,1.31194404355706e-10,0.00281632949168821
"23",0.0644497810857781,7.26765192492617e-07,4.84345190307521e-10,4.49545049123013e-15,1.31032171971533e-09,0.264322404537443,7.7364827040311e-07,4.80323411178168e-07,0.0240145605964684,5.97505317602813e-07,4.28014008227797e-10,1.31194404355706e-10,0.00281632949168821
"24",0.0642235141049138,7.23231250423495e-07,5.66791480104004e-10,4.42572862025445e-15,1.43396151283112e-09,0.274563276445512,9.05079734918681e-07,5.61923295502046e-07,0.0240145605964684,5.97505317602813e-07,4.28014008227797e-10,1.31194404355706e-10,0.00281632949168821
"25",0.0647866276458308,7.32044786035909e-07,3.62051311613027e-10,4.60183178763e-15,1.14598646765459e-09,0.249794376613432,5.78503090492518e-07,3.59166546908579e-07,0.0240145605964684,5.97505317602813e-07,4.28014008227797e-10,1.31194404355706e-10,0.00281632949168821
"26",0.0655584041240692,8.54785333873213e-07,1.59762732124704e-10,2.77881181215169e-15,1.09087074444452e-09,0.234582500742067,3.00124256155447e-07,1.89227475297966e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"27",0.0653300418958099,8.50640820238262e-07,2.48978380338666e-10,2.71177687832278e-15,1.19435080284605e-09,0.243649227028648,4.68176732752594e-07,2.95184075645449e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"28",0.0651020697483051,8.46514128187103e-07,3.38301386851828e-10,2.64625711500264e-15,1.30705013886656e-09,0.253061576101268,6.36314127449641e-07,4.01194216609267e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"29",0.0648744739807747,8.42405236677167e-07,4.2773693915074e-10,2.58214818154742e-15,1.43017540228236e-09,0.262836427900883,8.04541547818576e-07,5.0726111849878e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"30",0.0654409523925639,8.5265239146435e-07,2.05615854745529e-10,2.74415311707437e-15,1.14299351426055e-09,0.239201625836467,3.86510584287159e-07,2.43693805284166e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"31",0.0653098157916024,8.50520842095616e-07,2.31296541902119e-10,3.6938575067423e-15,1.16083246868091e-09,0.247401168182717,4.34674895425675e-07,2.74061264125901e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"32",0.065081991527676,8.46394093896245e-07,3.20704038072222e-10,3.6213387435184e-15,1.27068077954959e-09,0.25698441163896,6.02845497615941e-07,3.8009234231813e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"33",0.0648545447057523,8.42285148472761e-07,4.10224177981173e-10,3.55043021101577e-15,1.39054341489088e-09,0.266932767561716,7.71106208360814e-07,4.86180233693369e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"34",0.0646274616238727,8.38193984788716e-07,4.99862149345675e-10,3.48102756858824e-15,1.521627024486e-09,0.277263115891377,9.3946213536192e-07,5.92328158642719e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"35",0.0651926422090354,8.48397035330165e-07,2.77247634376682e-10,3.65636767448519e-15,1.21612988716663e-09,0.252283403065388,5.21121304152017e-07,3.28565474753213e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"36",0.0650618940531255,8.4627486074443e-07,3.02991427586894e-10,4.59751458684667e-15,1.23525629321621e-09,0.260975798771465,5.69225794838745e-07,3.58895216973147e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"37",0.064834596148997,8.42165858193155e-07,3.92596181297291e-10,4.51968850504274e-15,1.35199725521169e-09,0.271098553449007,7.37519836493442e-07,4.6500412339061e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"38",0.0646076630474124,8.38074639612922e-07,4.82318864324276e-10,4.44356771417025e-15,1.47954758853587e-09,0.281605910272974,9.05909177287092e-07,5.71173115639498e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"39",0.0643810810480628,8.34001183988712e-07,5.72164664223445e-10,4.3690478735912e-15,1.61911394296505e-09,0.292514749184632,1.07439892470525e-06,6.77405413974682e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"40",0.0649449926534234,8.44160179456204e-07,3.49043270991469e-10,4.55728436250056e-15,1.29399795633601e-09,0.266132964799223,6.5573501617813e-07,4.13439030771276e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"41",0.0648146283369062,8.42047365792433e-07,3.74852947395962e-10,5.49006877547584e-15,1.31448857997035e-09,0.275334100204823,7.03782465749823e-07,4.4373280873319e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"42",0.0645878451880407,8.37956089114015e-07,4.64660368322867e-10,5.40711188590801e-15,1.43864659175473e-09,0.286019360154864,8.72205260869901e-07,5.49922893838114e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"43",0.0643614142034386,8.33882577614038e-07,5.54591004029024e-10,5.32595534749112e-15,1.57440902171899e-09,0.297108711931866,1.04072854549721e-06,6.56176337286648e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"44",0.064135321680434,8.29826810246873e-07,6.44650042070027e-10,5.24649481957318e-15,1.72298251965658e-09,0.308619035476595,1.20935742741981e-06,7.62496359524385e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"45",0.0646979931539955,8.39941799815244e-07,4.21008322806823e-10,5.44718890413502e-15,1.37694408370086e-09,0.280778018734357,7.90357231547808e-07,4.98317948122858e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"46",0.064903357752782,8.43563523565055e-07,3.49024715806888e-10,5.17077213711091e-15,1.28545754171134e-09,0.270085459237187,6.55456099059238e-07,4.13263174334674e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"47",0.0646763910679051,8.39465883003272e-07,4.38758727238612e-10,5.08963763864471e-15,1.40689140938419e-09,0.280566052077105,8.23832041502559e-07,5.19423718962439e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"48",0.0644497810857781,8.35386014366778e-07,5.28614055309103e-10,5.01026935092606e-15,1.53964415813815e-09,0.291443737122804,9.92306609412966e-07,6.25646446661895e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"49",0.0642235141049138,8.31323896628308e-07,6.18595887412849e-10,4.93256293331115e-15,1.68492243775446e-09,0.302735394315113,1.16088491031923e-06,7.31934577715158e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"50",0.0647866276458308,8.41454685036709e-07,3.95142588161611e-10,5.12883343030004e-15,1.34654821307021e-09,0.275425031638463,7.42007010449907e-07,4.67833273589536e-07,0.0259871908469446,6.77386661798868e-07,4.94719824474282e-10,1.31194404355706e-10,0.00296808736308094
"51",0.0655584041240692,9.8045997452122e-07,1.74500560738445e-10,3.0861298634651e-15,1.27928453245721e-09,0.257847450987133,3.81847233122055e-07,2.44492560450274e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"52",0.0653300418958099,9.75706114608211e-07,2.71946194228415e-10,3.01168131308824e-15,1.40063753308082e-09,0.267813378771164,5.95659918674178e-07,3.81394458416045e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"53",0.0651020697483051,9.70972696493744e-07,3.69509089630228e-10,2.93891550097198e-15,1.53280215306304e-09,0.278159206820992,8.09580645282043e-07,5.18365533874963e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"54",0.0648744739807747,9.66259696041469e-07,4.67194912966868e-10,2.86771654709326e-15,1.67719345317327e-09,0.288903489162321,1.02361591129489e-06,6.55409947648178e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"55",0.0654409523925639,9.7801343668654e-07,2.24583552575972e-10,3.04763814789117e-15,1.34040987984971e-09,0.262924682356114,4.91756311445878e-07,3.14866127796594e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"56",0.0653098157916024,9.75568496703434e-07,2.52633237564306e-10,4.10237350837916e-15,1.36132995546947e-09,0.271937422379575,5.53035626816997e-07,3.54102595729663e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"57",0.065081991527676,9.70835014185576e-07,3.50288416644026e-10,4.02183465365422e-15,1.4901511249128e-09,0.282471093431612,7.66998603223552e-07,4.91100723267434e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"58",0.0648545447057523,9.66121951893124e-07,4.48066630647669e-10,3.94308411042782e-15,1.63071628003552e-09,0.293406087338153,9.81076224486535e-07,6.28172256638897e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"59",0.0646274616238727,9.61429285696753e-07,5.459735458496e-10,3.86600599867432e-15,1.78444048161275e-09,0.304760958124278,1.19527498912012e-06,7.65321356770812e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"60",0.0651926422090354,9.7313243767829e-07,3.02823236800776e-10,4.06073755073747e-15,1.42617827275533e-09,0.277303857708873,6.63021145509611e-07,4.24525106998753e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"61",0.0650618940531255,9.70698250803755e-07,3.30941849264227e-10,5.10596903400864e-15,1.44860816698921e-09,0.286858330308889,7.24224351490933e-07,4.63712842931243e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"62",0.064834596148997,9.65985122984312e-07,4.28812482542391e-10,5.01953590666936e-15,1.58551247737206e-09,0.297985019138259,9.383443795752e-07,6.0081152892139e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"63",0.0646076630474124,9.61292393820652e-07,5.26811923907388e-10,4.93499666406398e-15,1.73509313975793e-09,0.309534453410217,1.15258565648152e-06,7.37987849191383e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"64",0.0643810810480628,9.56620039208027e-07,6.24945839457613e-10,4.85223542617591e-15,1.89876521491621e-09,0.321525187150809,1.36695468044916e-06,8.75245964491967e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"65",0.0649449926534234,9.68272658927278e-07,3.81241893525267e-10,5.06128961519175e-15,1.51749561440007e-09,0.292526963350008,8.34289786491555e-07,5.34186523728541e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"66",0.0648146283369062,9.65849209262364e-07,4.09432466790792e-10,6.09723376242379e-15,1.54152535212044e-09,0.302640630409641,8.95420419225285e-07,5.73327791813199e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"67",0.0645878451880407,9.61156413458645e-07,5.07524462976649e-10,6.00510239420521e-15,1.68712777556546e-09,0.314385611525187,1.10970425997548e-06,7.10531365241705e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"68",0.0643614142034386,9.5648399475513e-07,6.05751040286555e-10,5.91497048396625e-15,1.8463389173314e-09,0.326574760672095,1.32411595323845e-06,8.47816801220197e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"69",0.064135321680434,9.51831929011961e-07,7.04117864818907e-10,5.82672215167477e-15,2.02057383820776e-09,0.339226631875858,1.53866199763833e-06,9.85188260745841e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"70",0.0646979931539955,9.63434072873684e-07,4.59845593702029e-10,6.04961166332813e-15,1.61476808990231e-09,0.308624454913948,1.00556924625321e-06,6.4385486760333e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"71",0.064903357752782,9.67588279824536e-07,3.81221626657826e-10,5.74262504561434e-15,1.50748011037656e-09,0.296871450311508,8.33934921038548e-07,5.33959307303502e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"72",0.0646763910679051,9.62888184488789e-07,4.79233441452802e-10,5.6525176127976e-15,1.64988787905262e-09,0.308391466254974,1.04815915126205e-06,6.71124712771008e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"73",0.0644497810857781,9.58208473992047e-07,5.77377764131251e-10,5.5643717218562e-15,1.80556951135142e-09,0.320347956414307,1.26250886238537e-06,8.08370462270956e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"74",0.0642235141049138,9.53549124215518e-07,6.75660260615601e-10,5.47807149276707e-15,1.9759400680481e-09,0.332759474815071,1.47699055270278e-06,9.45700716589293e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"75",0.0647866276458308,9.65169389738528e-07,4.31593790922528e-10,5.69604819756794e-15,1.57912228369988e-09,0.302740580057652,9.44053398172237e-07,6.04466950392001e-07,0.0280702484783022,7.65231320222454e-07,5.70218863590764e-10,1.31194404355706e-10,0.0031196195028904
"76",0.0655584041240692,1.12223136368499e-06,1.90746161820954e-10,3.41535981117691e-15,1.49731246044614e-09,0.282537796091769,4.81908321452872e-07,3.13352618867936e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"77",0.0653300418958099,1.11679011077148e-06,2.9726375979179e-10,3.33296905051333e-15,1.63934760222749e-09,0.293458017568965,7.51749513065798e-07,4.88812224577658e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"78",0.0651020697483051,1.11137225547547e-06,4.03909536488914e-10,3.25244054350796e-15,1.79403698313434e-09,0.304794516901234,1.02172705733315e-06,6.64360491261785e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"79",0.0648744739807747,1.10597777017056e-06,5.10689685429023e-10,3.17364604799629e-15,1.96303683215135e-09,0.316567624766699,1.2918491554629e-06,8.40002751615109e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"80",0.0654409523925639,1.11943106427261e-06,2.45491765073412e-10,3.37276177925648e-15,1.56885537523781e-09,0.288101200948975,6.20618504094251e-07,4.03546535551685e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"81",0.0653098157916024,1.11663259375604e-06,2.76152811256703e-10,4.54001685957032e-15,1.59334085059861e-09,0.297976961571111,6.97955746448545e-07,4.53833750669037e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"82",0.065081991527676,1.11121466474411e-06,3.82899463030015e-10,4.4508860777059e-15,1.74411695808915e-09,0.3095192909306,9.67986611855353e-07,6.29416688509369e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"83",0.0648545447057523,1.10582010865714e-06,4.89780603995849e-10,4.36373438534588e-15,1.90863857382816e-09,0.321501372067346,1.23816216420901e-06,8.05093706554781e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"84",0.0646274616238727,1.10044889787676e-06,5.96802427945687e-10,4.27843354032287e-15,2.08856192680704e-09,0.333943535658789,1.50849060492566e-06,9.80870137635419e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"85",0.0651926422090354,1.11384428835567e-06,3.3101538405097e-10,4.49393915619408e-15,1.66924123948597e-09,0.303857263296042,8.3676240026117e-07,5.44090396076922e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"86",0.0650618940531255,1.11105812581293e-06,3.61751774698867e-10,5.65067648069959e-15,1.69549385121603e-09,0.314326630438875,9.14003589154545e-07,5.94315154079111e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"87",0.064834596148997,1.10566349472396e-06,4.68733938961237e-10,5.55502262213596e-15,1.85573070597679e-09,0.326518762366547,1.18423266081721e-06,7.70026972137079e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"88",0.0646076630474124,1.10029221187143e-06,5.75856903047234e-10,5.46146468892003e-15,2.03080433811236e-09,0.339174119992978,1.45461475392732e-06,9.45838289766155e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"89",0.0643810810480628,1.09494424966512e-06,6.8312686055599e-10,5.36987443889446e-15,2.22237097660744e-09,0.352313033996665,1.72515806955406e-06,1.1217544395709e-06,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"90",0.0649449926534234,1.10828180107758e-06,4.16734637456533e-10,5.60123063811842e-15,1.77612175748681e-09,0.320538067007897,1.05291110092948e-06,6.84637380646769e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"91",0.0648146283369062,1.10550792831076e-06,4.47549688291762e-10,6.74768984871938e-15,1.80424687335985e-09,0.331620174628101,1.13006069913188e-06,7.34802583373393e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"92",0.0645878451880407,1.10013656918223e-06,5.54773823839686e-10,6.64572985795958e-15,1.97466425695523e-09,0.344489803809316,1.40049650972054e-06,9.10648829871374e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"93",0.0643614142034386,1.09478853361769e-06,6.6214506970495e-10,6.54598262840226e-15,2.16100968704505e-09,0.357846132611546,1.6710936759103e-06,1.0865999950809e-06,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"94",0.064135321680434,1.08946379398672e-06,7.69669619486684e-10,6.44831991787286e-15,2.36493939263754e-09,0.371709491712687,1.94186039925605e-06,1.26266141192236e-06,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"95",0.0646979931539955,1.10274357089344e-06,5.02656161434416e-10,6.69498739918844e-15,1.88997234031859e-09,0.33817698401743,1.26907345538266e-06,8.2519324335599e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"96",0.064903357752782,1.1074984629366e-06,4.1671248379032e-10,6.35525128855971e-15,1.76439931530013e-09,0.325298563055278,1.05246324482378e-06,6.84346169897024e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"97",0.0646763910679051,1.10211874878696e-06,5.23848973244184e-10,6.25553114768882e-15,1.93107758044996e-09,0.33792168538264,1.32282382425618e-06,8.60143498626243e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"98",0.0644497810857781,1.09676236705911e-06,6.3113030676088e-10,6.1579818070063e-15,2.11329196824987e-09,0.351023076789374,1.59334276620785e-06,1.03604379986689e-06,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"99",0.0642235141049138,1.09142929014677e-06,7.38562677747185e-10,6.06247502434764e-15,2.31269870769126e-09,0.364623067953449,1.86402827181736e-06,1.21205240626865e-06,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"100",0.0647866276458308,1.10472980904927e-06,4.71774180758206e-10,6.30370559800658e-15,1.84825143426884e-09,0.331729695017623,1.19143769814784e-06,7.74711924058613e-07,0.0302646327417062,8.61410305574771e-07,6.5539750281955e-10,1.31194404355706e-10,0.00327007944386357
"101",0.0655584041240692,1.28178345320657e-06,2.08666351201901e-10,3.76639562081335e-15,1.74907794715896e-09,0.308629008694348,6.03289031608762e-07,3.98370558907475e-07,0.0325706772632909,9.66248025385774e-07,7.51188481581695e-10,1.31194404355706e-10,0.00341858757992447
